order_id,customer_name,customer_address,restaurant_name,food_item,quantity,order_amount,delivery_zone,order_hour,delivery_time_minutes,payment_mode,order_status
9724,Rohit Sharma,"Flat 11, Andheri East, Mumbai",Paradise Biryani,Burger,1,-100.0,Andheri East,11,33.479143281879,Card,Cancelled
9725,Sneha Khan,"Flat 3, Andheri West, Mumbai",Starbucks,Fries,1,595.18,Andheri West,1,31.78149608894044,Card,Delivered
9726,Neha Sharma,"Flat 69, Thane, Thane",McDonald's,Wrap,1,380.41,Thane,7,40.72222585107184,Card,Delivered
9727,Suresh Patel,"Flat 54, Bandra, Mumbai",Haldiram's,Biryani,1,817.71,Bandra,21,14.593999500281075,Cash,Cancelled
9728,Amit Reddy,"Flat 46, Dadar, Mumbai",Rolls Mania,Fries,3,649.82,Dadar,9,27.279889713175336,Cash,Delivered
9729,Vikram Sharma,"Flat 53, Thane, Thane",Wow! Momo,Wrap,4,586.57,Thane,7,18.92154755647255,Cash,Delivered
9730,Sneha Mehta,"Flat 83, Thane, Thane",Domino's Pizza,Pizza,3,556.89,Thane,12,11.549425065420209,Cash,Cancelled
9731,Rahul Iyer,"Flat 100, Vashi, Navi Mumbai",Rolls Mania,Wrap,3,253.78,Vashi,2,24.88958918681064,Cash,Delayed
9732,Priya Gupta,"Flat 31, Andheri West, Mumbai",Cafe Coffee Day,Burger,2,531.31,Andheri West,18,34.93451114428111,UPI,Delivered
9733,Sneha Khan,"Flat 85, Thane, Thane",Wow! Momo,Biryani,4,487.26,Thane,7,61.473774422666416,Cash,Delayed
9734,Rahul Reddy,"Flat 25, Andheri West, Mumbai",Chai Point,Fries,2,235.95,Andheri West,15,46.96916455668229,UPI,Cancelled
9735,Priya Mehta,"Flat 44, Andheri East, Mumbai",Subway,Biryani,1,596.33,Andheri East,13,32.33390004515482,UPI,Delayed
9736,Kiran Khan,"Flat 23, Andheri West, Mumbai",Mainland China,Pasta,4,668.05,Andheri West,19,52.4550372082191,Card,Cancelled
9737,Rahul Khan,"Flat 97, Dadar, Mumbai",Behrouz Biryani,Pasta,1,285.63,Dadar,16,47.09754531019858,Card,Delayed
9738,Priya Reddy,"Flat 74, Andheri West, Mumbai",Rolls Mania,Pizza,4,584.82,Andheri West,1,49.67089806557582,Cash,Delayed
9739,Neha Patel,"Flat 88, Powai, Mumbai",Pizza Hut,Pasta,4,182.18,Powai,16,19.129724428897415,Card,Cancelled
9740,Ramesh Nair,"Flat 78, Andheri West, Mumbai",Barbeque Nation,Biryani,1,447.2,Andheri West,14,26.627335789931504,Card,Delayed
9741,Rahul Mehta,"Flat 74, Vashi, Navi Mumbai",Box8,Pizza,2,215.12,Vashi,6,34.16017632672088,UPI,Delayed
9742,Rahul Singh,"Flat 60, Bandra, Mumbai",Haldiram's,Burger,4,177.26,Bandra,13,18.429029674292178,Cash,Delivered
9743,Amit Mehta,"Flat 32, Andheri East, Mumbai",Behrouz Biryani,Momos,3,726.24,Andheri East,5,41.28698431718478,UPI,Delivered
9744,Amit Verma,"Flat 27, Andheri East, Mumbai",Box8,Biryani,4,0.0,Andheri East,8,81.39727052736183,Card,Delivered
9745,Sneha Mehta,"Flat 108, Andheri West, Mumbai",Pizza Hut,Pasta,4,519.56,Andheri West,15,200.0,Card,Delayed
9746,Pooja Verma,"Flat 117, Andheri West, Mumbai",Domino's Pizza,Momos,3,336.79,Andheri West,8,40.80426664791721,Cash,Delivered
9747,Neha Gupta,"Flat 37, Andheri East, Mumbai",Wow! Momo,Wrap,4,256.16,Andheri East,22,34.2562668551266,Cash,Cancelled
9748,Vikram Mehta,"Flat 118, Bandra, Mumbai",McDonald's,Burger,2,316.11,Bandra,4,50.49694480863213,UPI,Cancelled
9749,Neha Sharma,"Flat 89, Andheri East, Mumbai",Paradise Biryani,Fries,3,618.78,Andheri East,14,41.90479751590418,Card,Cancelled
9750,Pooja Verma,"Flat 83, Thane, Thane",Barbeque Nation,Biryani,3,281.81,Thane,9,14.800811009268369,Card,Delivered
9751,Suresh Sharma,"Flat 96, Dadar, Mumbai",KFC,Biryani,1,504.97,Dadar,20,39.81687517726191,UPI,Delayed
9752,Rahul Gupta,"Flat 80, Dadar, Mumbai",Burger King,Fries,3,577.14,Dadar,11,24.63634528740657,UPI,Delivered
9753,Priya Mehta,"Flat 55, Powai, Mumbai",Barbeque Nation,Biryani,1,506.33,Powai,10,52.21785407634728,Card,Cancelled
9754,Rahul Iyer,"Flat 104, Bandra, Mumbai",Rolls Mania,Wrap,4,732.34,Bandra,8,27.164722262820934,Cash,Delivered
9755,Rahul Iyer,"Flat 41, Vashi, Navi Mumbai",Behrouz Biryani,Pizza,3,-100.0,Vashi,15,27.122448999187025,Card,Cancelled
9756,Pooja Khan,"Flat 18, Powai, Mumbai",Starbucks,Fries,2,541.31,Powai,21,-10.0,Cash,Delivered
9757,Suresh Reddy,"Flat 50, Vashi, Navi Mumbai",Box8,Burger,2,488.31,Vashi,22,12.552405539702079,UPI,Delivered
9758,Priya Khan,"Flat 12, Powai, Mumbai",Rolls Mania,Pasta,2,246.28,Powai,22,68.15043055963733,Card,Delayed
9759,Ramesh Patel,"Flat 66, Dadar, Mumbai",KFC,Momos,3,0.0,Dadar,5,39.955713955012556,UPI,Cancelled
9760,Amit Singh,"Flat 29, Andheri East, Mumbai",Haldiram's,Wrap,3,479.49,Andheri East,16,22.908641732460225,Cash,Delivered
9761,Neha Iyer,"Flat 49, Andheri East, Mumbai",EatSure,Burger,3,983.65,Andheri East,11,44.303347376491615,Card,Cancelled
9762,Ankit Sharma,"Flat 17, Dadar, Mumbai",Haldiram's,Biryani,1,441.14,Dadar,6,200.0,UPI,Delayed
9763,Suresh Nair,"Flat 74, Bandra, Mumbai",McDonald's,Burger,3,428.4,Bandra,2,63.270193376108026,UPI,Delayed
9764,Ramesh Mehta,"Flat 20, Andheri East, Mumbai",Pizza Hut,Pasta,3,667.47,Andheri East,14,39.7024962168862,UPI,Delayed
9765,Rahul Khan,"Flat 113, Andheri East, Mumbai",Paradise Biryani,Pizza,3,306.03,Andheri East,14,40.63021524265206,UPI,Cancelled
9766,Amit Mehta,"Flat 100, Andheri East, Mumbai",Box8,Biryani,2,412.23,Andheri East,14,,UPI,Cancelled
9767,Sneha Khan,"Flat 87, Andheri West, Mumbai",Starbucks,Fries,2,534.92,Andheri West,11,35.46012810230028,UPI,Cancelled
9768,Pooja Verma,"Flat 110, Thane, Thane",Biryani Blues,Biryani,1,471.26,Thane,14,23.91515990914336,UPI,Delayed
9769,Ankit Iyer,"Flat 113, Andheri East, Mumbai",Behrouz Biryani,Pasta,1,829.99,Andheri East,21,42.378001796656115,Cash,Cancelled
9770,Sneha Mehta,"Flat 42, Bandra, Mumbai",Chai Point,Fries,3,415.26,Bandra,15,29.609876543501173,Cash,Delayed
9771,Neha Mehta,"Flat 3, Vashi, Navi Mumbai",Barbeque Nation,Pizza,1,454.85,Vashi,6,51.80544641903396,UPI,Cancelled
9772,Sneha Sharma,"Flat 17, Dadar, Mumbai",EatSure,Wrap,3,523.37,Dadar,19,28.15092767852607,Card,Delivered
9773,Priya Khan,"Flat 7, Bandra, Mumbai",Biryani Blues,Biryani,1,374.64,Bandra,18,22.83105430589915,UPI,Delayed
9774,Ramesh Mehta,"Flat 55, Vashi, Navi Mumbai",KFC,Pasta,3,328.34,Vashi,23,33.51208250631635,Card,Cancelled
9775,Priya Mehta,"Flat 109, Bandra, Mumbai",Domino's Pizza,Pasta,1,721.14,Bandra,7,28.095024085296316,Card,Delivered
9776,Rohit Iyer,"Flat 83, Vashi, Navi Mumbai",Subway,Fries,4,430.07,Vashi,8,6.672245652653359,Cash,Cancelled
9777,Priya Mehta,"Flat 53, Powai, Mumbai",Burger King,Momos,4,682.95,Powai,9,30.907017941250828,UPI,Delayed
9778,Kiran Patel,"Flat 40, Bandra, Mumbai",Pizza Hut,Wrap,1,560.63,Bandra,1,39.90410910606687,Card,Delivered
9779,Vikram Reddy,"Flat 83, Powai, Mumbai",Rolls Mania,Fries,4,601.39,Powai,10,50.80494110988044,UPI,Delayed
9780,Neha Verma,"Flat 31, Dadar, Mumbai",Box8,Fries,3,297.35,Dadar,13,19.34952125234645,Card,Delayed
9781,Ramesh Nair,"Flat 7, Andheri West, Mumbai",Chai Point,Pizza,3,641.26,Andheri West,3,38.13461355011996,Card,Delivered
9782,Ramesh Verma,"Flat 29, Vashi, Navi Mumbai",KFC,Momos,3,391.0,Vashi,3,32.15698975737841,Card,Cancelled
9783,Kiran Sharma,"Flat 16, Dadar, Mumbai",Domino's Pizza,Wrap,1,729.18,Dadar,23,42.74790102883328,Card,Delivered
9784,Rohit Nair,"Flat 66, Vashi, Navi Mumbai",Barbeque Nation,Momos,1,642.96,Vashi,16,37.27529117004212,Cash,Delivered
9785,Kiran Verma,"Flat 105, Andheri East, Mumbai",Wow! Momo,Pasta,4,624.4,Andheri East,2,200.0,Cash,Delivered
9786,Vikram Iyer,"Flat 88, Bandra, Mumbai",Pizza Hut,Burger,2,583.28,Bandra,20,-10.0,UPI,Delivered
9787,Rahul Reddy,"Flat 56, Powai, Mumbai",Cafe Coffee Day,Burger,3,989.3,Powai,19,35.76269403061287,Cash,Delayed
9788,Ramesh Mehta,"Flat 52, Andheri West, Mumbai",Pizza Hut,Burger,4,342.19,Andheri West,8,31.54056836953223,Card,Delayed
9789,Neha Reddy,"Flat 88, Bandra, Mumbai",Burger King,Burger,2,417.26,Bandra,7,34.339361437897566,UPI,Delayed
9790,Ramesh Iyer,"Flat 120, Andheri West, Mumbai",Biryani Blues,Fries,1,819.23,Andheri West,4,30.47597292620457,Card,Cancelled
9791,Vikram Mehta,"Flat 113, Bandra, Mumbai",Barbeque Nation,Fries,3,267.22,Bandra,15,55.657277776416514,Card,Delivered
9792,Kiran Verma,"Flat 90, Bandra, Mumbai",Cafe Coffee Day,Momos,4,451.16,Bandra,12,35.2681282054151,Cash,Cancelled
9793,Pooja Khan,"Flat 76, Vashi, Navi Mumbai",Burger King,Fries,2,384.52,Vashi,10,0.5338500539761455,Card,Cancelled
9794,Kiran Khan,"Flat 59, Dadar, Mumbai",Biryani Blues,Momos,3,489.44,Dadar,20,37.947846272666794,UPI,Delivered
9795,Ankit Gupta,"Flat 81, Vashi, Navi Mumbai",KFC,Wrap,1,562.59,Vashi,20,26.921704320269743,Cash,Delivered
9796,Ankit Patel,"Flat 9, Andheri East, Mumbai",Rolls Mania,Momos,4,0.0,Andheri East,0,0.2607916177718863,UPI,Delivered
9797,Neha Khan,"Flat 50, Dadar, Mumbai",Box8,Burger,3,243.15,Dadar,15,60.54205782718331,UPI,Delayed
9798,Suresh Mehta,"Flat 94, Andheri West, Mumbai",Paradise Biryani,Momos,2,861.26,Andheri West,12,-10.0,UPI,Cancelled
9799,Rohit Verma,"Flat 54, Dadar, Mumbai",Subway,Fries,1,273.96,Dadar,1,28.45357416569827,Cash,Delayed
9800,Amit Mehta,"Flat 12, Bandra, Mumbai",Box8,Fries,3,646.52,Bandra,14,,UPI,Cancelled
9801,Vikram Sharma,"Flat 17, Andheri East, Mumbai",Subway,Wrap,4,478.86,Andheri East,6,57.78027869137014,Card,Delayed
9802,Amit Mehta,"Flat 35, Bandra, Mumbai",Cafe Coffee Day,Burger,1,65.14,Bandra,8,36.63854989378845,Card,Cancelled
9803,Priya Khan,"Flat 19, Bandra, Mumbai",Paradise Biryani,Biryani,4,755.39,Bandra,19,29.794893437350026,Cash,Cancelled
9804,Amit Reddy,"Flat 62, Thane, Thane",Biryani Blues,Pasta,1,375.31,Thane,6,47.28431071294409,Cash,Cancelled
9805,Rahul Khan,"Flat 65, Powai, Mumbai",Wow! Momo,Burger,3,848.56,Powai,17,30.4406139748299,UPI,Delivered
9806,Amit Reddy,"Flat 13, Andheri West, Mumbai",Haldiram's,Momos,2,446.28,Andheri West,9,,UPI,Cancelled
9807,Rohit Sharma,"Flat 104, Dadar, Mumbai",Starbucks,Biryani,4,572.34,Dadar,19,47.6040439407998,Card,Delivered
9808,Kiran Singh,"Flat 58, Andheri East, Mumbai",Starbucks,Pasta,1,136.52,Andheri East,4,31.566409340239545,Cash,Delayed
9809,Pooja Sharma,"Flat 115, Thane, Thane",Burger King,Wrap,2,470.91,Thane,18,-10.0,Cash,Delivered
9810,Kiran Iyer,"Flat 43, Dadar, Mumbai",Mainland China,Wrap,1,901.35,Dadar,3,12.412439290681473,Card,Delayed
9811,Rohit Sharma,"Flat 20, Vashi, Navi Mumbai",Wow! Momo,Pasta,4,221.57,Vashi,23,50.09136089961352,Cash,Delivered
9812,Amit Singh,"Flat 104, Powai, Mumbai",Rolls Mania,Momos,2,341.05,Powai,11,45.465985187405586,Cash,Delayed
9813,Amit Nair,"Flat 27, Vashi, Navi Mumbai",Wow! Momo,Burger,2,359.26,Vashi,19,31.042162358198944,UPI,Delayed
9814,Rahul Nair,"Flat 37, Bandra, Mumbai",Biryani Blues,Biryani,3,386.65,Bandra,6,32.77392625497477,UPI,Delivered
9815,Amit Iyer,"Flat 70, Bandra, Mumbai",Paradise Biryani,Wrap,1,0.0,Bandra,1,72.95516089944735,Card,Delayed
9816,Sneha Iyer,"Flat 4, Andheri East, Mumbai",Pizza Hut,Momos,2,673.27,Andheri East,21,10.093991880526158,Card,Delivered
9817,Ramesh Reddy,"Flat 72, Thane, Thane",Burger King,Pizza,1,346.9,Thane,17,31.622218966130433,Card,Delayed
9818,Priya Sharma,"Flat 55, Powai, Mumbai",KFC,Pasta,4,614.08,Powai,13,28.92877656271652,UPI,Cancelled
9819,Sneha Reddy,"Flat 35, Powai, Mumbai",Wow! Momo,Pizza,4,661.07,Powai,4,-10.0,Card,Delayed
9820,Neha Reddy,"Flat 87, Vashi, Navi Mumbai",Paradise Biryani,Biryani,4,774.8,Vashi,3,36.24113801254563,UPI,Cancelled
9821,Neha Reddy,"Flat 3, Andheri West, Mumbai",Box8,Pasta,3,671.13,Andheri West,16,37.90141997031405,UPI,Delivered
9822,Priya Khan,"Flat 52, Dadar, Mumbai",McDonald's,Momos,1,474.4,Dadar,23,-10.447956070593904,Card,Delayed
9823,Neha Iyer,"Flat 28, Powai, Mumbai",Behrouz Biryani,Pasta,3,285.37,Powai,1,37.63121803584436,Cash,Delivered
9824,Kiran Sharma,"Flat 67, Powai, Mumbai",Behrouz Biryani,Fries,2,832.25,Powai,8,46.5307365820958,UPI,Delivered
9825,Amit Sharma,"Flat 4, Vashi, Navi Mumbai",Faasos,Pasta,1,211.64,Vashi,22,17.171899958666785,Cash,Cancelled
9826,Pooja Nair,"Flat 77, Bandra, Mumbai",Subway,Pizza,2,387.64,Bandra,8,45.54925165400665,Card,Delayed
9827,Amit Mehta,"Flat 29, Powai, Mumbai",Chai Point,Wrap,1,504.12,Powai,10,63.294878432238654,Card,Delivered
9828,Amit Nair,"Flat 27, Andheri West, Mumbai",Behrouz Biryani,Burger,2,161.31,Andheri West,1,51.456299380276164,UPI,Delivered
9829,Pooja Khan,"Flat 30, Vashi, Navi Mumbai",Barbeque Nation,Pizza,2,408.97,Vashi,2,38.66959841062434,UPI,Cancelled
9830,Suresh Singh,"Flat 52, Thane, Thane",Domino's Pizza,Momos,3,659.16,Thane,8,45.51045039624236,UPI,Cancelled
9831,Ramesh Khan,"Flat 87, Andheri West, Mumbai",Behrouz Biryani,Pizza,2,253.33,Andheri West,23,28.217516782382972,Cash,Cancelled
9832,Ankit Nair,"Flat 64, Bandra, Mumbai",Haldiram's,Pizza,2,708.27,Bandra,3,15.616568768787769,Card,Delivered
9833,Amit Nair,"Flat 61, Andheri West, Mumbai",KFC,Momos,4,648.1,Andheri West,12,22.800072654726392,Card,Delayed
9834,Suresh Patel,"Flat 16, Andheri West, Mumbai",Mainland China,Burger,1,517.95,Andheri West,14,30.15418949043282,UPI,Delivered
9835,Ankit Gupta,"Flat 43, Dadar, Mumbai",Chai Point,Pizza,3,488.0,Dadar,17,29.883515894790754,Card,Cancelled
9836,Amit Mehta,"Flat 86, Dadar, Mumbai",Cafe Coffee Day,Momos,3,226.79,Dadar,23,21.306085648858925,Cash,Delayed
9837,Kiran Nair,"Flat 91, Bandra, Mumbai",Subway,Fries,1,555.99,Bandra,21,54.969685868965506,Card,Delivered
9838,Ramesh Verma,"Flat 29, Vashi, Navi Mumbai",KFC,Burger,3,335.34,Vashi,11,13.586180015938773,Cash,Delayed
9839,Kiran Mehta,"Flat 104, Thane, Thane",Faasos,Momos,4,-100.0,Thane,3,200.0,UPI,Cancelled
9840,Rohit Singh,"Flat 16, Dadar, Mumbai",Biryani Blues,Wrap,1,644.85,Dadar,22,43.03655799161543,Cash,Delivered
9841,Vikram Singh,"Flat 120, Vashi, Navi Mumbai",Behrouz Biryani,Burger,4,164.08,Vashi,10,45.47888765740899,Cash,Cancelled
9842,Ramesh Reddy,"Flat 87, Vashi, Navi Mumbai",Biryani Blues,Momos,2,453.77,Vashi,21,,Card,Delayed
9843,Priya Sharma,"Flat 29, Bandra, Mumbai",Subway,Momos,4,517.44,Bandra,0,39.2853956103384,UPI,Cancelled
9844,Rahul Gupta,"Flat 5, Vashi, Navi Mumbai",EatSure,Wrap,4,268.95,Vashi,8,30.962384789153866,Card,Delivered
9845,Rahul Reddy,"Flat 59, Vashi, Navi Mumbai",Barbeque Nation,Pizza,1,333.12,Vashi,0,27.94297448988178,UPI,Cancelled
9846,Ramesh Sharma,"Flat 78, Andheri East, Mumbai",Rolls Mania,Biryani,3,450.16,Andheri East,14,48.487432217434524,Cash,Delivered
9847,Sneha Khan,"Flat 15, Powai, Mumbai",EatSure,Pasta,3,378.4,Powai,19,38.72751046388243,Cash,Delivered
9848,Neha Mehta,"Flat 44, Andheri West, Mumbai",KFC,Pizza,2,-100.0,Andheri West,12,47.6015782133745,Cash,Cancelled
9849,Pooja Patel,"Flat 108, Vashi, Navi Mumbai",Paradise Biryani,Pasta,3,310.18,Vashi,20,26.771536274354887,Card,Delayed
9850,Rohit Nair,"Flat 4, Dadar, Mumbai",Rolls Mania,Pizza,2,472.25,Dadar,11,32.525570901455254,Card,Delayed
9851,Sneha Mehta,"Flat 106, Dadar, Mumbai",McDonald's,Biryani,3,410.16,Dadar,12,46.5877304859548,UPI,Cancelled
9852,Ramesh Singh,"Flat 70, Andheri East, Mumbai",Cafe Coffee Day,Pasta,4,865.66,Andheri East,0,200.0,Cash,Delivered
9853,Vikram Verma,"Flat 37, Powai, Mumbai",Behrouz Biryani,Pasta,4,5000.0,Powai,18,56.68554332305676,Card,Cancelled
9854,Amit Verma,"Flat 114, Andheri East, Mumbai",Paradise Biryani,Pasta,3,498.03,Andheri East,13,25.235724933408697,UPI,Cancelled
9855,Neha Iyer,"Flat 52, Andheri East, Mumbai",Haldiram's,Burger,2,439.98,Andheri East,4,30.38782349198247,Cash,Delayed
9856,Ankit Reddy,"Flat 69, Andheri East, Mumbai",Mainland China,Pasta,3,158.4,Andheri East,19,15.264544083022038,Cash,Delivered
9857,Vikram Verma,"Flat 65, Vashi, Navi Mumbai",Paradise Biryani,Burger,2,392.65,Vashi,19,34.25980119726566,Cash,Delayed
9858,Ramesh Singh,"Flat 2, Andheri East, Mumbai",McDonald's,Pizza,3,451.14,Andheri East,21,27.897550840383595,Card,Delayed
9859,Vikram Patel,"Flat 78, Vashi, Navi Mumbai",Chai Point,Fries,3,289.37,Vashi,21,16.27430443784641,Card,Cancelled
9860,Rahul Iyer,"Flat 79, Dadar, Mumbai",Wow! Momo,Wrap,3,481.39,Dadar,4,39.56045610076278,UPI,Delayed
9861,Rohit Gupta,"Flat 96, Dadar, Mumbai",KFC,Pasta,4,1130.58,Dadar,23,26.484574008138075,UPI,Delivered
9862,Sneha Patel,"Flat 20, Andheri West, Mumbai",Pizza Hut,Pasta,1,514.24,Andheri West,7,62.43882906403496,Cash,Delivered
9863,Ramesh Khan,"Flat 77, Dadar, Mumbai",EatSure,Fries,3,87.85,Dadar,18,21.715714929473652,UPI,Delayed
9864,Vikram Sharma,"Flat 80, Andheri West, Mumbai",Faasos,Pizza,3,568.71,Andheri West,14,23.439398799648647,Card,Delivered
9865,Sneha Verma,"Flat 83, Andheri West, Mumbai",Behrouz Biryani,Momos,3,645.0,Andheri West,23,21.379699339941475,Card,Delivered
9866,Priya Khan,"Flat 32, Bandra, Mumbai",Pizza Hut,Burger,1,420.25,Bandra,9,37.09626413861898,Cash,Delayed
9867,Pooja Iyer,"Flat 69, Powai, Mumbai",Burger King,Burger,2,447.57,Powai,0,29.732640254900165,Cash,Delayed
9868,Vikram Sharma,"Flat 84, Bandra, Mumbai",Burger King,Biryani,2,260.14,Bandra,20,8.91097184398891,Card,Cancelled
9869,Ankit Reddy,"Flat 95, Bandra, Mumbai",McDonald's,Burger,3,338.7,Bandra,9,43.84960167685812,UPI,Delayed
9870,Rohit Mehta,"Flat 76, Andheri West, Mumbai",Wow! Momo,Wrap,3,262.47,Andheri West,1,23.320488824119437,Cash,Cancelled
9871,Amit Verma,"Flat 60, Vashi, Navi Mumbai",Chai Point,Pizza,4,562.93,Vashi,18,48.83210587460245,Card,Cancelled
9872,Kiran Verma,"Flat 98, Bandra, Mumbai",Cafe Coffee Day,Fries,4,777.48,Bandra,0,24.649614850437846,Cash,Delivered
9873,Vikram Sharma,"Flat 77, Dadar, Mumbai",Barbeque Nation,Biryani,1,611.99,Dadar,2,36.27366319698452,Card,Cancelled
9874,Priya Mehta,"Flat 36, Bandra, Mumbai",Wow! Momo,Pasta,1,490.3,Bandra,5,36.55762057441737,UPI,Delivered
9875,Ramesh Iyer,"Flat 85, Andheri West, Mumbai",Rolls Mania,Fries,2,309.41,Andheri West,8,29.73589761057321,Cash,Delivered
9876,Amit Gupta,"Flat 28, Powai, Mumbai",KFC,Momos,1,372.37,Powai,7,26.158344397134513,UPI,Delayed
9877,Pooja Mehta,"Flat 76, Andheri East, Mumbai",Box8,Pizza,3,527.92,Andheri East,11,24.901761618242233,UPI,Cancelled
9878,Rohit Nair,"Flat 70, Dadar, Mumbai",Faasos,Pasta,2,445.97,Dadar,7,16.433818804521728,UPI,Cancelled
9879,Vikram Iyer,"Flat 111, Dadar, Mumbai",Barbeque Nation,Pizza,4,930.4,Dadar,1,15.286715788759228,UPI,Delivered
9880,Sneha Iyer,"Flat 82, Andheri East, Mumbai",Rolls Mania,Biryani,2,426.17,Andheri East,6,30.97794488351217,Card,Delayed
9881,Sneha Mehta,"Flat 39, Bandra, Mumbai",Rolls Mania,Biryani,4,397.79,Bandra,11,52.01704916751159,UPI,Delivered
9882,Kiran Verma,"Flat 105, Andheri West, Mumbai",Rolls Mania,Pizza,2,498.93,Andheri West,9,24.863935806944234,Card,Delayed
9883,Ankit Sharma,"Flat 28, Andheri East, Mumbai",Burger King,Wrap,4,605.28,Andheri East,7,48.80549038342904,Cash,Cancelled
9884,Priya Reddy,"Flat 42, Vashi, Navi Mumbai",Haldiram's,Pasta,4,433.45,Vashi,7,49.47445137130739,Cash,Delayed
9885,Amit Khan,"Flat 68, Vashi, Navi Mumbai",Subway,Momos,4,321.29,Vashi,20,49.26121809768588,Cash,Delayed
9886,Rohit Mehta,"Flat 1, Vashi, Navi Mumbai",Rolls Mania,Biryani,1,0.0,Vashi,22,45.99710227295791,Cash,Delivered
9887,Pooja Patel,"Flat 3, Andheri West, Mumbai",Barbeque Nation,Pasta,1,300.61,Andheri West,21,66.71419535886955,Card,Cancelled
9888,Rohit Gupta,"Flat 67, Thane, Thane",Burger King,Burger,2,604.77,Thane,1,61.362300390830875,Cash,Cancelled
9889,Rahul Nair,"Flat 44, Bandra, Mumbai",Domino's Pizza,Pasta,4,458.84,Bandra,2,33.193231036774485,Cash,Delivered
9890,Neha Gupta,"Flat 44, Powai, Mumbai",Pizza Hut,Pasta,3,304.13,Powai,16,57.861877679853166,Card,Delivered
9891,Neha Sharma,"Flat 52, Dadar, Mumbai",EatSure,Wrap,2,861.34,Dadar,18,41.782918167130155,Cash,Delivered
9892,Kiran Singh,"Flat 44, Andheri East, Mumbai",Domino's Pizza,Fries,2,285.89,Andheri East,16,16.65624847151066,UPI,Cancelled
9893,Ramesh Iyer,"Flat 8, Andheri East, Mumbai",Paradise Biryani,Fries,4,536.8,Andheri East,19,18.490169821492014,Card,Delivered
9894,Amit Singh,"Flat 19, Thane, Thane",Paradise Biryani,Biryani,2,842.51,Thane,9,7.603341224633958,Cash,Delayed
9895,Sneha Reddy,"Flat 29, Powai, Mumbai",Faasos,Pizza,1,739.1,Powai,20,42.85609511042508,UPI,Delivered
9896,Rohit Mehta,"Flat 117, Thane, Thane",Faasos,Momos,1,431.29,Thane,20,34.12408588051223,UPI,Cancelled
9897,Pooja Khan,"Flat 68, Andheri West, Mumbai",Subway,Momos,2,515.44,Andheri West,10,200.0,Card,Cancelled
9898,Vikram Nair,"Flat 97, Vashi, Navi Mumbai",Cafe Coffee Day,Pizza,1,520.89,Vashi,17,34.72099608181291,UPI,Delivered
9899,Pooja Mehta,"Flat 32, Powai, Mumbai",Wow! Momo,Fries,4,304.63,Powai,21,8.200418796517202,Cash,Delayed
9900,Rahul Singh,"Flat 77, Dadar, Mumbai",KFC,Wrap,3,437.55,Dadar,21,37.689154569075704,Cash,Delayed
9901,Sneha Mehta,"Flat 21, Powai, Mumbai",Box8,Pasta,2,473.01,Powai,10,31.297748608536608,Card,Cancelled
9902,Ramesh Verma,"Flat 60, Andheri East, Mumbai",Barbeque Nation,Biryani,4,530.98,Andheri East,11,13.326688796776793,Card,Cancelled
9903,Suresh Sharma,"Flat 30, Andheri East, Mumbai",Subway,Wrap,2,729.14,Andheri East,18,25.102877962234125,Cash,Delivered
9904,Priya Sharma,"Flat 11, Andheri East, Mumbai",Paradise Biryani,Fries,3,658.99,Andheri East,23,36.16428375634741,Cash,Cancelled
9905,Rahul Gupta,"Flat 2, Andheri West, Mumbai",Biryani Blues,Pasta,4,512.61,Andheri West,16,32.99110883001475,Card,Cancelled
9906,Sneha Verma,"Flat 86, Powai, Mumbai",Chai Point,Biryani,1,356.37,Powai,0,28.989202539603248,Cash,Cancelled
9907,Neha Patel,"Flat 98, Thane, Thane",Burger King,Biryani,2,-100.0,Thane,22,19.075264304392167,UPI,Cancelled
9908,Ramesh Mehta,"Flat 39, Dadar, Mumbai",KFC,Momos,3,523.47,Dadar,11,50.1081679901927,UPI,Delivered
9909,Ankit Mehta,"Flat 36, Andheri East, Mumbai",Barbeque Nation,Momos,3,398.56,Andheri East,9,24.9045398596692,Card,Delivered
9910,Kiran Verma,"Flat 90, Andheri West, Mumbai",McDonald's,Pizza,2,176.52,Andheri West,8,200.0,Cash,Cancelled
9911,Rohit Patel,"Flat 35, Dadar, Mumbai",Rolls Mania,Fries,2,312.27,Dadar,3,30.5695128022783,UPI,Cancelled
9912,Sneha Khan,"Flat 47, Andheri East, Mumbai",Starbucks,Biryani,4,357.61,Andheri East,6,72.95952325542153,UPI,Cancelled
9913,Priya Reddy,"Flat 44, Dadar, Mumbai",Barbeque Nation,Biryani,3,338.55,Dadar,0,46.084446419786026,UPI,Cancelled
9914,Vikram Mehta,"Flat 26, Vashi, Navi Mumbai",Wow! Momo,Burger,3,432.89,Vashi,18,27.42971206053855,Cash,Cancelled
9915,Ankit Mehta,"Flat 65, Bandra, Mumbai",Paradise Biryani,Wrap,3,152.42,Bandra,1,32.36090448685629,UPI,Delivered
9916,Rahul Nair,"Flat 94, Andheri West, Mumbai",Behrouz Biryani,Biryani,4,598.1,Andheri West,3,15.256226351312758,Card,Delayed
9917,Pooja Iyer,"Flat 72, Thane, Thane",Cafe Coffee Day,Burger,2,652.22,Thane,11,19.90831666015615,Card,Delayed
9918,Neha Iyer,"Flat 40, Andheri West, Mumbai",Wow! Momo,Burger,3,440.45,Andheri West,15,23.52801746137729,Card,Delivered
